key,value
Alisaie Leveilleur,1
Biggs (Final Fantasy),1
Wedge (Final Fantasy),1
Beatin,1
Vorsaille Heuloix,1
Raubahn Aldynn,1
Count Edmond de Fortemps,1
Emmanellain de Fortemps,1
Artoirel de Fortemps,1
Nero tol Scaeva,1
Thancred Waters,1
Faris,1
Galen,1
Valtus Sintanus (Faris),1
Ventus Sintanus (Galen),1
Viserys III Targaryen,1
Elf-blooded Daenerys Targaryen,1
Mage Daenerys Targaryen,1
Goshawk Surana (Male Surana),1
Elodie Lavellan,1
Original Female Character - Not the Inquisitor,1
Cosmo Adrian Trevelyan,1
Edo Phoenix | Aster Phoenix,1
Marufuji Ryou | Zane Truesdale,1
Koujaku (DRAMAtical Murder),1
Seragaki Aoba,1
Adrian Tepes | Alucard,1
Urahara Kisuke,1
Kieran (Shadowhunter Chronicles),1
Mark Blackthorn,1
Leon Orcot,1
Count D,1
Dorian Pavus (off camera),1
Cassandra (off camera),1
Itsuki Naoya,1
Dipper Pines,1
Renkotsu (InuYasha),1
Alicia Washington,1
Zacharie (OFF),1
Eala(oc),1
Mellard Amell,1
other people but I'm not gonna list them all srsly,1
And one time appearance by Cullen,1
Runil,1
Yoshioka Haru,1
Baron Humbert von Gikkingen,1
Coppertone (OFC),1
N-Sync (OFC),1
Alison Witwicky (OFC),1
Mikaela Banes,1
Adalhied Prime (OFC),1
Rowena Shepard (OFC),1
Rhys Shepard (OMC),1
Miko Nakadai,1
Wheeljack (Transformers),1
Amileah Trevelyan (OFC),1
Marianne (Strange Magic),1
Bog King (Strange Magic),1
Megatron (Transformers),1
Verana Cadash,1
Fen'Harel's Children,1
Worthy (Dragon Age),1
Warden Ally,1
Louis de Pointe du Lac,1
Lestat de Lioncourt,1
Negan (Walking Dead),1
Armand (Vampire Chronicles),1
Rose Hawke,1
Galen Lavellan,1
Original Non-Inquisitor Character - Character,1
Erin Cousland,1
Eva Lavellan,1
索拉斯,1
索拉斯(龙腾世纪),1
野精灵审判官(龙腾世纪),1
sporadic updates - Character,1
Inquisitor Talas,1
Non-Inquisitor Male Trevelyan,1
People of Haven,1
Arry Trevelyan,1
Sethannon (Inquisitor),1
Sethannon,1
Varric Thethras,1
Rylen's Heartsong,1
Fergus the Mabari Hound,1
nsfw - Character,1
Mahariel/Surana - Character,1
Male Mahariel/Male Surana - Character,1
Senior Warden Rioul,1
Warden Renee,1
Warden Jup,1
Warden Lint,1
Warden Paival,1
Warden Lucas,1
Warden Haskeer,1
Warden Fredrick,1
Warden Coilla,1
Warden Maeve,1
Neverland (Everly) Parker,1
Avalis (Desire demon),1
Inquisition inner circle,1
Isenama Lavellan,1
Lady Mantillon,1
Male Mage!Hawke,1
Tom Riddle | Voldemort,1
Voldemort (Harry Potter),1
Ravyne Cousland,1
Viola (OC),1
Robert Trevelyan,1
Ser Rodolphe,1
Unnamed Lavellan - Character,1
Brett Harimann,1
Aria - Character,1
Finn- character,1
Matthews- character,1
Caleghan,1
A multitude of original chatacters,1
Alarion Harbus,1
Fabius Galleban,1
Lucrecia Galleban,1
Lavinia,1
Nathan Prescott (Life is Strange),1
Dylan Rhodes,1
Carlton Lassiter,1
Zuko,1
Richard Grayson,1
"Thom ""Blackwall"" Rainier",1
Diplomats - Character,1
Cunning - Character,1
other slew of characters here,1
a multitude of OCs,1
dorf squad,1
Bryallyn Cousland,1
Kaytaryn Desmarais (OC),1
Devlyn Cashen (OC),1
Trinion (OC),1
Grayson (OC),1
Rhyan Meyrick (OC),1
Constant (mabari),1
just about everyone from Dragon Age: Origins,1
Additional Characters Mentioned - Character,1
Ellas,1
Bann Oswyn Sighard,1
Jasce Wolfsbane,1
Burren,1
Gerry,1
Issala,1
Nelaros (mentionned),1
Sundry rude mehanicals,1
A Very Stupid Templar,1
Mention Inquisitor,1
though not by name,1
avar,1
Original Dragon Age Characters,1
Canon Character Cameos,1
Original Seeker Character(s),1
Original Warden Character(s),1
Elf-blooded character,1
Missandei (ASoIaF),1
Lenora,1
Viserys I Targaryen,1
Alana Mahariel,1
first enchanter - Character,1
Cole inquisition,1
Rosalea Lavellan,1
Athi Lavellan,1
Etain Lavellan (oc),1
Ellana Lavellan Inquisitor,1
Other Inquisition Characters,1
Midoriko (InuYasha),1
Adison Amell (Warden),1
Nonbinary Amell,1
Original Male Character: Keinan Lavellan,1
Original Female Character: Alia Loren,1
Ser Dane (mabari),1
Original Character: Ayr Lavellan,1
Lorelai Trevelyan,1
Oliver Trevelyan,1
Trans Inquisitor - Character,1
Transgender Inquisitor - Character,1
Coterie (Dragon Age Characters),1
Ryon MacAllister (OC),1
Colum Vael (OC),1
Duke Sandral Anaxas,1
Meghan Vael (OC),1
Catrin MacAllister (OC),1
Carolina MacAllister (OC),1
Eldric MacAllister (OC),1
Christian MacAllister (OC),1
Aidan Vael (OC),1
Alec Vael (OC),1
Ina Moss,1
Saaraij Thalrassian (f!sith warrior),1
Tremel (Star Wars),1
Sargeant Cormun (Star Wars),1
Asla (f!sith inquisitor),1
Aurora Munroe,1
Vasaad,1
Original Alistair and Hawke Child(ren),1
Female Mage Inquistor,1
Wong (Marvel),1
Original Family - Character,1
Craig Cahn,1
Brian Harding,1
Mat Sella,1
Hugo Vega,1
Damien Bloodmarch,1
Cullen Smutt,1
Non-Inquisitor Female Trevelyan,1
Inquisition recruits!,1
Minister Bellise,1
AU Cullen Rutherford,1
Mentions of Varric Tethras,1
Isabela (Brief),1
Sebastian Vael (Brief),1
dorian is too precious,1
Nico Lavellan,1
Faeron Lavellan,1
Male Draenei (Warcraft),1
Velen (Warcraft),1
Inquisitor Mage Trevelyan,1
Kahlan Rutherford,1
Aoife Rutherford,1
Ora Lavellan,1
The Black Dragon - Character,1
Red Lyrium Dragon,1
Dalish Warden Mage,1
Random KSE characters,1
Nero Vatia,1
Dex Vatia,1
Hino Rei,1
Josephine Montylet,1
domSolas - Character,1
Anyone I can get my grubby hands on,1
M! Hero of Ferelden,1
Satonaka Chie,1
Elora Panagos,1
Orpheaus of Tevinter,1
Orpheaus,1
Talisman - Character,1
Gwenna Hawke - Character,1
Cassanda Pentaghast,1
Sybil Trevelyan,1
Others to be added as written,1
Ser Ruvena,1
Ser Hugh,1
Ser Paxley,1
Breton Dovahkiin | Dragonborn,1
Cahir (Dragon Age),1
Arisato Minako,1
Brief mentions of DA:O charas,1
Her Parents,1
Theresa (Fable),1
Madison Li,1
Guybrush Threepwood,1
Elaine Marley (Mentioned),1
Kefka Palazzo,1
Tina Branford | Terra Branford,1
Gestahl (Mentioned),1
"Macías ""Mash"" Rene Figaro | Sabin Rene Figaro",1
Kriss Ambers,1
America Singer,1
Maxon Schreave,1
Andy (Fallout),1
Stanley Armstrong,1
Male Hero of Brightwall,1
Logan (Fable),1
Hero of Bowerstone,1
Dog (Fable),1
Relm Arrowny,1
Edgar Roni Figaro,1
Helseth Hlaalu,1
Ashley (Until Dawn),1
Chris (Until Dawn),1
Edward Sallow,1
Joshua Graham (Fallout),1
Synth Shaun (Fallout),1
Revyn Sadri,1
"Edith ""Edie"" Finch",1
Sam Finch,1
Gregory Finch,1
Atlas (BioShock),1
Jack Ryan,1
Plus Max,1
Scout Radella,1
Surana's Family,1
Original Character - Oliver,1
Irminric,1
Otto (Dragon Age),1
Kira Lavellan,1
Ishale (OC),1
Eluvean (OC),1
Hanan Lavellan,1
Bohran,1
Arishock (Dragon Age),1
Dante (DmC),1
Vergil (DmC),1
Nugget (Dragon Age),1
Agender Lavellan,1
Abeytu Mahariel,1
Uriah Trevelyan,1
Javik,1
Catarina Shepard,1
and some random people,1
Because why not - Character,1
everyone and their mother pretty much,1
Jim the Recruit (Dragon Age),1
Mother Hevara (Dragon Age),1
Albrecht the Toad,1
Dog named Uthnehen,1
Shale...probably,1
Galathan Lavellan,1
Threska Mahariel,1
Darjin(Mabari),1
warden mage,1
Gethan Tabris,1
More will be added - Character,1
Aidan Trevelyan,1
SI-Doctor,1
Tarleton Howe (Younger),1
Albert (Dragon Age),1
Warden's Mabari,1
Other Qunari,1
Arlessa the mabari,1
The Regular Cast of DAI Characters,1
OC Herald,1
OC Devin,1
forgotten ones (dragon age) - Character,1
And The Rest,1
Big scary-ass bird (OC),1
Layna Trevelyan,1
Idrilla Lavellan,1
Shadow the Infamous Elven Agent,1
Francis Underwood,1
Claire Underwood,1
Edward Meechum,1
Lito Rodriguez,1
Hernando Fuentes,1
Daniela Velasquez,1
Jean-Luc Picard,1
Rose Quartz (Steven Universe),1
Zack Siler,1
Freakazoid - Character,1
Hamilton Cast,1
Rosemary Cousland,1
Corbin Amell,1
others too small to justify adding,1
Ebrisa Trevelyan - Character,1
Juno Aeducan,1
Veda Tabris,1
Istrum Brosca,1
Neiryn Mahariel,1
Male Trevelyan (OC),1
Male Non-Inquisitor Trevelyan,1
Female Non-Inquisitor Trevelyan(s),1
Denam (Dragon Age),1
Templar Carver Hawke - Character,1
Son's of Elgar'nan,1
Warden Gabriel,1
Warden Jack,1
Warden Ana,1
First Enchanter Angela,1
reaper 76 - Character,1
Ava Ansgot (Dragon Age: Realm of Serenity),1
Reina Ansgot (Dragon Age: Realm of Serenity),1
Bennett Ansgot (Dragon Age: Realm of Serenity),1
Derek Willington (Dragon Age: Realm of Serenity),1
Siestra (Dragon Age: Realm of Serenity),1
Saliene Aluvar (Dragon Age: Realm of Serenity),1
Twin Mahariels,1
Original Theirin,1
Theirin OC,1
Female Theirin OC,1
Original Female Dog Character(s),1
Original Male Dog Character(s),1
Lady Vivienne,1
Seeker Cassandra Pentaghast,1
Pazen Adaar,1
other minor mentions of characters maybe,1
Fen'Fael Assanathdar,1
Era'falon,1
Velius Adrastos,1
Virgarth Assanathdar,1
Korsan Adrastos,1
Female Alternative Inquisitor,1
Kid Adaar,1
Kable (Mabari),1
Thane Sunhair,1
Will add more later - Character,1
The evhenuris,1
The Old Ones,1
Rosala Lavellan,1
Doggos,1
all the inner circle,1
Frostback Horse,1
Nakmor Drack,1
Y'shtola,1
Warriors of Darkness,1
Krile Mayer Baldesion,1
Theodosia Grant OC,1
Peter Venkman,1
Ray Stantz,1
Egon Spengler,1
Winston Zeddemore,1
Original Arainai Children,1
essilyn hawke,1
probably many more - Character,1
OC_Revanas,1
Original Characters for plot developement at the beginning,1
First Enchanter Wynne,1
Avvar!Cole - Character,1
uhhh idk lol?,1
Random Knights,1
Fastus,1
Tulin,1
Original Family Members,1
Friends of Red Jenny (Characters),1
Non-binary!Lavellan,1
Heir - Character,1
Esem Jal,1
Penelope Stone,1
Lady Cousland,1
Prince Alistair,1
Das Lavellan,1
Spirit(s) of Love (Dragon Age),1
various darktown residents,1
sub!Solas - Character,1
bi!Solas - Character,1
Lance (Voltron),1
Allura (Voltron),1
Pidge (Voltron),1
Pidge | Katie Holt,1
Coran (Voltron),1
Haggar (Voltron),1
Zarkon (Voltron),1
Hunk (Voltron),1
image - Character,1
Solona as Orlesian Warden - Character,1
Fearlings - Character,1
mentions of minor ocs and minor characters,1
Angelique,1
Ancient Elvhen Lavellan - Character,1
Original Male Hawke,1
Corypheus/The Elder One,1
bran makes an appearance,1
assorted Kirkwall nobles,1
Unnamed elf,1
Magister Danarius,1
Elisara Tarael,1
mentions of Aveline,1
mentions of Elthina,1
mentions of Orsino,1
Fem!Trevelyan Inquisitor,1
Max Trevelyn,1
Original Character/Siael,1
the whole dragon age cast give or take a few,1
Migelo,1
Tomaj,1
Fang,1
Paddra Nsu-Yeul,1
Joel Lavellan,1
Joel's Mother,1
"Katherine ""Kalani"" Trevelyan",1
Harper Trevelyan,1
Alistair MacLeod (OC),1
Sophie MacLeod (OC),1
Nidi (Mabari),1
Warden Commander Andras,1
Seneschal Garavel,1
Eleni Zinovia,1
Urchin,1
Althea Trevelyan,1
The sturdy desk,1
Lord Ulio Abrexius,1
Teen Idol Lavellan,1
Aliss Hawke,1
Solona (Dragon Age OC),1
Misc OC's,1
Valyssa Lavellan,1
Unfortunate Inquisition scouts,1
Sava Brosca,1
Deshanna Istimaethoriel Lavellan (mention),1
Vivienne (Dragon Age) (mention),1
Roisin Lavellan,1
original chantry sister,1
Zara lavellan,1
Original Elvhan Ha'hren,1
Step-mother elvhenan Noble,1
Andoral (Dragon Age),1
brief mentions of Great Aunt Lucille,1
brief mentions of Josephine's Family,1
Brief mentions of Trevelyan clan,1
Candy | Marguerite,1
Aigis,1
Balthier (Ivalice Alliance),1
Baralai,1
Dan Marshall (Binary Domain),1
Faye Lee (Binary Domain),1
Chloe Frazer,1
Edge Maverick,1
Reimi Saionji,1
Cliff Fittir,1
Emil Castagnier,1
Marta Lualdi,1
Faith Connors,1
Angel De LaMuerte,1
Maria Traydor,1
Takahashi Kenshi,1
Jaster Rogue,1
Kisala,1
Labrys,1
Kitana (Mortal Kombat),1
Jade (Mortal Kombat),1
Kung Jin,1
Kung Lao,1
Lloyd Irving,1
Kirijo Mitsuru,1
Sanada Akihiko,1
Meracle Chamlotte,1
Nariko (Heavenly Sword),1
Isaac Clarke,1
Ryudo,1
Millenia (Grandia II),1
Noel Kreiss,1
Sheva Alomar,1
Sindel (Mortal Kombat),1
Tio (Grandia II),1
Amagi Yukiko,1
Zegram Ghart,1
Nick (Left 4 Dead 2),1
Ellis (Left 4 Dead 2),1
blackwall warden,1
The DA:I cast,1
Thom the Prick,1
darling evelyn,1
a few orlesian ladies,1
a bit of flissa,1
some sera,1
Future characters to be added,1
Satele Shan,1
Nomen Karr,1
Darth Baras,1
Veradun | Darth Malgus,1
Nerevarine,1
Vivec,1
Uriel Septim VII,1
Lieutenant Farrow,1
Older Lavellan,1
everybody in da:o,1
Senna,1
Senna's husband,1
Lykke Lavellan,1
Liakara Lavellan,1
additional characters as story progresses,1
there will be more characters showing up later,1
Original character's mabari- because I want one,1
Nicos (OC),1
Like 99 percent Cassandra,1
Constant thinking about Cassandra,1
have I mentioned cassandra,1
Cailin Therin,1
Spero,1
adaar's grandparents,1
Mentions of the DA:O cast,1
Mention of King Maric Theirin,1
Catriona Cousland,1
Male Tabris (Past),1
Messenger (Dragon Age: Origins - Awakening),1
Kaitlyn Marie McAlistair,1
Female Mahariel (mentioned),1
Merrill (Dragon Age) (mentioned),1
I'll tag as they show up,1
Maxwell,1
Alistar Therin,1
Solavellan child,1
Female Champion,1
Female Inqiusitor,1
Creator - Character,1
Breme Mac Tir,1
All of the Inquisition crew,1
Excluding the Inquisitor,1
T'Challa,1
Scott Lang,1
Scott Ryder,1
Sara Ryder,1
Altea - Character,1
MC,1
Meryden,1
Fenrir Greyback,1
Taven,1
Broadway (Gargoyles),1
basically everyone else,1
technically Carver Hawke,1
Ashleigh Cousland,1
Federico,1
basically the whole awakening crew,1
Lady of the Forest (Dragon Age),1
Everyone honestly,1
Isala,1
Cyrlen Lavellan,1
Ser Drass (Dragon Age),1
Rasha Andras (OC),1
Andras,1
Mentioned Meredith Stannard,1
Eilidh(OC),1
Grey Warden Jowan,1
Original Immortal Elf Character,1
original assassin character,1
Sheyla Amell,1
Andrielle Adaar,1
Zariah Hawke,1
F!Hawke(mage),1
spirit!Cole - Character,1
Rogue Cousland,1
Original Feyre-Rhysand Child(ren),1
Feyre Archeron,1
Rhysand (ACoTaR),1
Azriel (ACoTaR),1
Cassian (ACoTaR),1
Mama Stilinski,1
Kenny McCormick,1
Damien Thorn,1
Gregory of Yardale,1
"Christophe ""The Mole""",1
Butters Stotch,1
Craig Tucker,1
David Rodriguez,1
Jimmy Valmer,1
Token Black,1
Milly Larsen,1
Nelly (South Park: Free Willzyx),1
Clyde Donovan,1
Karen McCormick,1
Kevin McCormick,1
Stuart McCormick,1
Carol McCormick,1
Baahir Hassan Abdul Hakeem,1
Tweek Tweak,1
Esther (South Park: Rainforest Shmainforest),1
Nathan (South Park),1
Steven Tamill,1
Herald Trevelyan,1
Idalia Lavellan,1
Einar Trevelyan (Original Male Character),1
Malva Trevelyan (Original Female Character),1
Sir Lionel (Original Male Character),1
Oscar (Original Male Character),1
OC Malakar Lavellan,1
All characters from the game basically,1
Keira Trevelyan,1
Non-Binary Cousland,1
Background Wounded Soldiers,1
Original Elf Inquisitor,1
Orel Lavellan,1
and a whole host of animals guys,1
Arisia Hawke,1
Mentioned Aveline,1
Mages Guild - Character,1
others are just in the background tbh,1
Kelly Chambers,1
Gabriella Daniels,1
Oriana Lawson,1
Sha'ira (Mass Effect),1
Aethyta (Mass Effect),1
Khalisah bint Sinan al-Jilani,1
And many more female characters from the Mass Effect Universe...,1
Mystery character from Star Wars: Clone Wars and Rebel animated series.,1
Mystery Character from the Witcher 3,1
Mystery Character from Overwatch (Possibly two),1
Mystery character from Nier:Automata,1
Mystery Character from the Halo series,1
Mystery Character from Dragon Age: Origins (Possibly two).,1
Mystery character from Bioshock Infinite.,1
Mystery characters from other Universes (Video games or movies).,1
Mickey Milkovich,1
Ian Gallagher,1
Basically everyone but so OOC they shouldn't have to be listed here,1
ravens Fear and Deceit,1
all the other companions are mentioned and in the background,1
Marriyn Cadash,1
Hugh Trevelyan,1
Izzy Hawke,1
Gabriel Reyes,1
Crystal Cousland,1
Vincent Trevelyan,1
Lhingrion Mahariel,1
Verya (OC),1
Anira (OC),1
Aelwen (OC),1
Alanna (OC),1
Sonya (OC),1
Evren (OC),1
Rolan (OC),1
everyone else is mentioned only,1
Various mabari,1
Various and sundry slavers,1
Kaien Homura,1
Gorin,1
lots of dwarves,1
Gorin's sweet and so is his surface family,1
Kid Anders - Character,1
Lessa Cousland,1
Isseya,1
MaleLavellan,1
Hissra,1
Meraad,1
mentioned Sten (Dragon Age),1
Unnamed Grey Warden,1
Amell Warden (mention of),1
Envy,1
Hero of Freldan,1
About a billion kids and grandkids,1
Feynite's Lavellan,1
Original Captain Hook | Killian Jones/Emma Swan Child(ren),1
Dark fen'harel - Character,1
Future Inqusition characters,1
Self,1
Megatron,1
Jack Darby,1
"Rafael ""Raf"" Esquivel",1
Thor Odinson,1
leader-1,1
Sparkplug,1
Carlos Lopez,1
"Bradley ""Rad"" White",1
Alexis,1
Owen Grady,1
Optimus Prime,1
Ratchet (Transformers),1
Soos,1
Mariana Trevelyan,1
Rengar,1
Masked Villains - Character,1
Conner Pavus-Rutherford,1
Julia Pavus-Rutherford,1
implied characters - Character,1
Thelhen (Dragon Age),1
Female Templar Hawke,1
Some random dock worker don't you love him,1
Natsu Dragneel,1
Lucy Heartfilia,1
Erza Scarlet,1
Gray Fullbuster,1
Juvia Lockser,1
Gajeel Redfox,1
Levy McGarden,1
Laxus Dreyar,1
Mirajane Strauss,1
Cana Alberona,1
Wendy Marvell,1
Kuchiki Rukia,1
Abarai Renji,1
Okumura Yukio,1
Blaise Zabini,1
Zoey Redbird,1
Stevie Rae Johnson,1
Erin Bates,1
James Stark,1
Aphrodite LaFont,1
Damien Maslin,1
Darius (House of Night),1
Shaunee Cole,1
The Gaang,1
Team Avatar (Legend of Korra),1
Flash (DCU),1
Green Lantern,1
Green Arrow (DCU),1
Anakin Skywalker | Darth Vader,1
Malia Tate,1
Xena,1
Hercules (H:TLJ),1
Jack Frost,1
Sanderson Mansnoozie,1
E. Aster Bunnymund,1
Toothiana (Guardians of Childhood),1
Richard B. Riddick,1
Blade | Eric Brooks,1
Dastan (Prince of Persia),1
Cid Highwind,1
Barret Wallace,1
Red XIII | Nanaki,1
Yuffie Kisaragi,1
Cait Sith (Compilation of FFVII),1
Wakka,1
Xion (Kingdom Hearts),1
Axel | Lea,1
Asgore Dreemurr,1
Asriel Dreemurr,1
W. D. Gaster,1
Delsin Rowe,1
Cupid the Cat,1
Mention of everyone,1
Dorothea,1
Henry Treveylan,1
The Commander,1
The Spymaster,1
The Seeker,1
The Inquisitor Trevelyan,1
Lord Ashton Trevelyan,1
Original Male Inquisitor,1
Neptune | Purple Heart,1
Nepgear | Purple Sister,1
Plutia | Iris Heart,1
Peashy | Yellow Heart,1
Noire | Black Heart,1
Uni | Black Sister,1
Blanc | White Heart,1
Rom | White Sister,1
Ram | White Sister,1
Vert | Green Heart,1
IF - Character,1
Compa,1
Histoire,1
Background Wynne and Sten,1
Reader-Insert - Character,1
Molly Cadash,1
Arashi Adaar,1
Erik Selvig,1
Anita Blake,1
Nathaniel Graison,1
Felicity Smoak,1
Vlad Tepes (Dracula Untold),1
Victor Creed,1
"Colin ""Chaos"" Mason",1
Chloe Sullivan,1
Ollivander,1
Ultron (Marvel),1
Justin Hammer,1
aka all the companions are mentioned,1
Hunter,1
The Gang (Dragon Age),1
Kahlia Pavus,1
Female My Unit | Avatar,1
Male Marc | Morgan - Character,1
Chrom (Fire Emblem),1
Serena | Severa,1
Cynthia (Fire Emblem),1
Leiliana (Dragon Age),1
elf mage - Character,1
assume everyone is there ok,1
Female Lavellen,1
Ishkari Lavellan,1
Elvhan Gods,1
Shai - Character,1
Mkryam the doctor,1
Alex,1
Michal Shukrun,1
Miryam the doctor,1
Jyn Erso,1
Shara Bey,1
Daishou Suguru,1
Razie,1
Daerion Cousland,1
Cleo Brosca,1
Iselle Hawke,1
Brynne Lavellan,1
Ignace Trevelyan,1
Nyree Cadash,1
Leto as a separate character,1
Fear & Deceit,1
Merrill cameo because I can,1
Holy - Character,1
Sofia Amell,1
Athanir Tilani,1
Orlesians - Character,1
Tevinters - Character,1
Clarisse,1
the DA:I crew,1
And now featuring Scout Jim,1
blue male mage hawke - Character,1
brief cameos by some of The Squad,1
Assan (Mabari),1
Jarl Ulfric,1
Mordern Charatcer in Thedas,1
Ilensul,1
Erin Ridley,1
OC Desire Demon,1
The entire (not Spanish) Inquisition,1
Many more OCs,1
seriously there's a lot of OCs,1
you've been warned - Character,1
All DAI Companions,1
Pretty much all DA companions ever,1
there's lots of characters ok?,1
if I try to tag them all we'll be here for hours,1
Mage Male Hawke,1
Cammen,1
Gheyna,1
Heroism - Character,1
Mathias,1
Orta,1
Taoran Hawkwind,1
Patter Gritch,1
Dernal Garrison,1
Cesar,1
Alec,1
Emissary Pether,1
Knight-Commander Harrith,1
Henley,1
Mervis,1
Kendrick,1
Sister Justine,1
Rogek,1
Cassian,1
Lieutenant Cadric,1
Danyla - Character,1
Lilith,1
Ser Landry,1
Emissary Fellhammer,1
Lord Eddelbrek,1
Derren,1
Jacen,1
Yuriah (Dragon Age),1
Sarel Lavellan (OC),1
random members of Clan Ralaferin,1
Some asshole,1
xavier hawke,1
inquisitor carver,1
Inu no Taishou,1
Kagome,1
Sango,1
Miroku,1
Shippo,1
Kirara (InuYasha),1
Hojo (InuYasha),1
Fawx,1
Starkhaven Mage(s),1
Trevelyan's Father,1
Trevelyan's Great-Aunt,1
Fenris' mansion,1
Bryant (Dragon Age),1
Rowan Tabris,1
and some other people,1
Miriel Lavellan,1
vin lavellan,1
Josie Hawke,1
really nice servants at Redcliffe,1
the Awakening Crew,1
Alden Trevelyan,1
an ensemble of familiar faces,1
Garin (Dragon Age),1
Legnar (Dragon Age),1
Faelis Lavellan,1
The Emperor,1
Gal Trevelyan,1
Queen Anora Mac Tir Theirin,1
Herren (Dragon Age),1
Fergus the Mabari,1
Belinda Darrow/Fergus the Mabari,1
Lisbeth Salander,1
Fen'Heral,1
Nidrana Brosca,1
Janish Aeducan,1
Lanassa Tabris,1
the rest of the gang is mentioned - Character,1
Lavender (the horse),1
Rintos Numallin,1
Male Nerevarine,1
Lord Harkon,1
Miraak,1
Mannimarco,1
Mercer Frey,1
Serrine,1
Striker Trevelyan (OC),1
Promus (OC),1
Ghilas'an Lavellan,1
Eltheran Lavellan,1
Axel Hawke,1
Ciela Hawke,1
Female Ryder (Mass Effect),1
Other Character Tags To Come,1
Halin Andras (OC),1
Voth (Dragon Age),1
Shayd,1
Elindra,1
Bianca Davri (mentioned),1
au characters - Character,1
The Anchoress,1
Dowagar,1
Pig Farmer,1
cameo appearances by companions,1
Original Klingon Character(s),1
Original Vulcan Character(s),1
Original Andorian Character(s),1
Original Vulcan/Orion Character(s),1
Guinan,1
Original Starfleet Character(s),1
Q (Star Trek),1
Hera Adaar,1
Gael Sabrae,1
Lyra Tabris,1
Furan Brosca,1
Sandrin Aeducan,1
Aldrin Thorne,1
Female Amell (imaginary),1
mentions of Male Amell and Anders,1
Usa Lavellan,1
various unnamed fereldans,1
Jylan Ansera,1
Donnic Hendyr has a vague mention,1
Dorian Pavus (mentionned),1
Gereon Alexius Junior,1
Cullen Rutherford's angst,1
Knight-Captain Denam,1
Allari Surana,1
Vash'ki,1
Hemera Hawke,1
Eventually Everyone,1
Thom Rainier/Blackwall,1
alamerysl (Fandom RPF),1
Cryllia (Fandom RPF),1
Amy Shepard (OTW),1
Lady Fuzzybottom (OC),1
The Warden and Rinna are only mentioned,1
Ryder Hawke,1
mage queen,1
Ina'ean Rajmahel,1
Rebel Mage Trevelyan,1
Kashaw Vesh,1
Raishan (Critical Role),1
various and sundry templars/nobility,1
Oberon Helianthus,1
Nameless warden - Character,1
OC: Rosslyn Cousland,1
Mabari/Dog,1
Original Non-Inquisitor Lavellan mentioned,1
Keeper Deshanna Istimaethoriel Lavellan mentioned,1
Cameos of Lord of the Rings characters,1
Kaitrith Lavellan,1
Uriell Trevelyan,1
Basically the whole Dragon age 2 cast,1
Adaia Tabris (deceased),1
Immortal Lavellan,1
Mother Gothel,1
Elaine Delacroix,1
Annette Delacroix,1
Thessalia Delacroix,1
Jax Adaar,1
unnamed templars - Character,1
Bavorn,1
Tobias Lavellan,1
among others - Character,1
Original Lavellan,1
Kiera Lavellan,1
John Shepard,1
Lloyd Trevelyan,1
Barkspawn (indirectly),1
Ishalle Zoric,1
Neria Lavellan,1
Case Angost,1
Stella Hawke (OC),1
all of the other companions get various levels of shout-outs but no one else physically appears,1
Serrine Lavellan,1
Briana Cousland,1
Nanami Lavellan,1
assorted extras,1
Yorric Trevelyan,1
Vaea (Dragon Age),1
Ser Aaron (Dragon Age),1
Fen'Asha of Pride Wolf and Rebellion/Makers Only Know,1
Inquisition Multiplayer Characters,1
Chakotay (Star Trek),1
Valoraas Adaar (Inquisitor),1
Kossith (Dragon Age),1
Hunter Lavellan - Character,1
Original Warden Characters!,1
Astoria Lavellan,1
Forcas Trevelyan,1
Death (Character),1
Justice as a ghost,1
Assa - OC,1
everyone pretty much,1
Training Dummy,1
Action - Character,1
Rini Lavellan,1
Athelle Lavellan,1
Minor Adoribull - Character,1
Minor Dalish/Skinner - Character,1
Minor Background Relationships - Character,1
Kara Amell,1
Spirit of Patience,1
Ambassador Josephine,1
Friends of Red Jenny - Character,1
Eirlana Vunalen,1
Dalish Elf - Character,1
Dalish Character,1
Original Dalish Character,1
Female Dalish Elf,1
Mandisa Trevelyan,1
Original Female Altmer Character,1
Original Female Mer Character(s),1
Blind Elf Mage,1
various and sundry men from her fantasies,1
Leina Surana,1
Maya Amell,1
Minor special appearances,1
Many other DA characters,1
Minor characters in bigger roles,1
Prongs,1
Original Tranquil Character,1
Avvar Trevelyan,1
Grandin,1
Gurd Harofsen,1
Arrken,1
Ragnar Kalevsen (OC),1
Parve,1
Hask,1
Estre (OC),1
Arinel (OC),1
Alick Trevelyan (OC),1
Fain Trevelyan (OC),1
Isana Trevelyan Pentaghast (OC),1
Elissa Cousland (mentioned),1
Arngeir,1
Talvas Fathryon,1
Nelacar,1
Jorleif,1
Surana Warden,1
Male Surana Warden,1
Mentioned Bethany & Carver,1
Ensemble Dragon Age cast,1
Stasia Hawke,1
f/Cousland,1
f/Brosca,1
Taina Brosca,1
Kailian Tabris,1
Kallai Mahariel,1
Half-Blood Inquistior,1
Inquistiors Family,1
Hawks Group,1
Original Female Warden,1
Perrin Aybara,1
Amys (Wheel of Time),1
Loial (Wheel of Time),1
Thom Merrilin,1
Inquisition Party (Mentioned),1
Female Trevelyan|Herald of Andraste,1
Elizabeth Weir,1
"Samantha ""Sam"" Carter",1
Isthmus Goodson,1
